index  support   support_data
 789   57.000        frozenset({'frozen vegetables', 'butter'})
 790   66.000        frozenset({'newspapers', 'pip fruit'})
 791   34.000        frozenset({'shopping bags', 'specialty bar'})
 792   111.000        frozenset({'sausage', 'citrus fruit'})
 793   63.000        frozenset({'other vegetables', 'pickled vegetables'})
 794   50.000        frozenset({'frankfurter', 'coffee'})
 795   269.000        frozenset({'newspapers', 'whole milk'})
 796   26.000        frozenset({'whole milk', 'pet care'})
 797   94.000        frozenset({'waffles', 'soda'})
 798   133.000        frozenset({'long life bakery product', 'whole milk'})
 799   118.000        frozenset({'root vegetables', 'fruit/vegetable juice'})
 800   102.000        frozenset({'domestic eggs', 'citrus fruit'})
 801   50.000        frozenset({'waffles', 'whipped/sour cream'})
 802   28.000        frozenset({'beverages', 'fruit/vegetable juice'})
 803   63.000        frozenset({'chocolate', 'citrus fruit'})
 804   27.000        frozenset({'potted plants', 'soda'})
 805   194.000        frozenset({'other vegetables', 'margarine'})
 806   44.000        frozenset({'misc. beverages', 'yogurt'})
 807   33.000        frozenset({'hamburger meat', 'frankfurter'})
 808   26.000        frozenset({'curd', 'oil'})
 809   106.000        frozenset({'other vegetables', 'salty snack'})
 810   67.000        frozenset({'rolls/buns', 'dessert'})
 811   30.000        frozenset({'bottled water', 'herbs'})
 812   27.000        frozenset({'bottled water', 'specialty bar'})
 813   64.000        frozenset({'hamburger meat', 'yogurt'})
 814   49.000        frozenset({'chicken', 'shopping bags'})
 815   74.000        frozenset({'whole milk', 'soft cheese'})
 816   58.000        frozenset({'ice cream', 'whole milk'})
 817   39.000        frozenset({'fruit/vegetable juice', 'candy'})
 818   28.000        frozenset({'shopping bags', 'soft cheese'})
 819   37.000        frozenset({'waffles', 'fruit/vegetable juice'})
 820   83.000        frozenset({'flour', 'whole milk'})
 821   41.000        frozenset({'ham', 'whipped/sour cream'})
 822   33.000        frozenset({'hard cheese', 'napkins'})
 823   145.000        frozenset({'margarine', 'rolls/buns'})
 824   25.000        frozenset({'frozen dessert', 'soda'})
 825   41.000        frozenset({'domestic eggs', 'ham'})
 826   52.000        frozenset({'frankfurter', 'fruit/vegetable juice'})
 827   27.000        frozenset({'pastry', 'soft cheese'})
 828   51.000        frozenset({'newspapers', 'chicken'})
 829   30.000        frozenset({'butter', 'meat'})
 830   53.000        frozenset({'curd', 'shopping bags'})
 831   30.000        frozenset({'frozen vegetables', 'hygiene articles'})
 832   39.000        frozenset({'other vegetables', 'rice'})
 833   47.000        frozenset({'chicken', 'pip fruit'})
 834   173.000        frozenset({'chicken', 'whole milk'})
 835   58.000        frozenset({'frankfurter', 'pork'})
 836   26.000        frozenset({'yogurt', 'processed cheese'})
 837   96.000        frozenset({'shopping bags', 'citrus fruit'})
 838   34.000        frozenset({'bottled beer', 'sugar'})
 839   32.000        frozenset({'domestic eggs', 'waffles'})
 840   60.000        frozenset({'chocolate', 'pip fruit'})
 841   300.000        frozenset({'whole milk', 'citrus fruit'})
 842   107.000        frozenset({'whipped/sour cream', 'citrus fruit'})
 843   25.000        frozenset({'frozen meals', 'white bread'})
 844   28.000        frozenset({'herbs', 'tropical fruit'})
 845   32.000        frozenset({'tropical fruit', 'specialty bar'})
 846   37.000        frozenset({'butter', 'berries'})
 847   37.000        frozenset({'whole milk', 'specialty cheese'})
 848   79.000        frozenset({'sliced cheese', 'yogurt'})
 849   27.000        frozenset({'ham', 'hard cheese'})
 850   82.000        frozenset({'newspapers', 'citrus fruit'})
 851   45.000        frozenset({'pastry', 'bottled beer'})
 852   44.000        frozenset({'beef', 'berries'})
 853   122.000        frozenset({'domestic eggs', 'soda'})
 854   50.000        frozenset({'whipped/sour cream', 'onions'})
 855   34.000        frozenset({'curd', 'white bread'})
 856   31.000        frozenset({'domestic eggs', 'soft cheese'})
 857   55.000        frozenset({'misc. beverages', 'other vegetables'})
 858   27.000        frozenset({'cream cheese', 'sugar'})
 859   27.000        frozenset({'rolls/buns', 'seasonal products'})
 860   36.000        frozenset({'cling film/bags', 'whole milk'})
 861   39.000        frozenset({'packaged fruit/vegetables', 'whole milk'})
 862   86.000        frozenset({'yogurt', 'long life bakery product'})
 863   44.000        frozenset({'bottled water', 'cat food'})
 864   36.000        frozenset({'bottled water', 'candy'})
 865   51.000        frozenset({'pork', 'napkins'})
 866   171.000        frozenset({'root vegetables', 'beef'})
 867   126.000        frozenset({'whole milk', 'hygiene articles'})
 868   25.000        frozenset({'coffee', 'berries'})
 869   38.000        frozenset({'house keeping products', 'whole milk'})
 870   31.000        frozenset({'root vegetables', 'processed cheese'})
 871   32.000        frozenset({'margarine', 'long life bakery product'})
 872   207.000        frozenset({'pastry', 'soda'})
 873   46.000        frozenset({'oil', 'soda'})
 874   134.000        frozenset({'beef', 'rolls/buns'})
 875   50.000        frozenset({'butter milk', 'root vegetables'})
 876   75.000        frozenset({'sliced cheese', 'rolls/buns'})
 877   40.000        frozenset({'rolls/buns', 'canned fish'})
 878   49.000        frozenset({'waffles', 'sausage'})
 879   29.000        frozenset({'long life bakery product', 'dessert'})
 880   26.000        frozenset({'bottled water', 'packaged fruit/vegetables'})
 881   29.000        frozenset({'frozen meals', 'frankfurter'})
 882   44.000        frozenset({'pastry', 'canned beer'})
 883   26.000        frozenset({'fruit/vegetable juice', 'specialty bar'})
 884   84.000        frozenset({'pastry', 'fruit/vegetable juice'})
 885   42.000        frozenset({'tropical fruit', 'processed cheese'})
 886   338.000        frozenset({'yogurt', 'rolls/buns'})
 887   73.000        frozenset({'white bread', 'shopping bags'})
 888   37.000        frozenset({'margarine', 'white bread'})
 889   64.000        frozenset({'other vegetables', 'cat food'})
 890   68.000        frozenset({'other vegetables', 'candy'})
 891   33.000        frozenset({'waffles', 'napkins'})
 892   322.000        frozenset({'other vegetables', 'soda'})
 893   26.000        frozenset({'long life bakery product', 'candy'})
 894   28.000        frozenset({'frozen meals', 'whipped/sour cream'})
 895   82.000        frozenset({'brown bread', 'citrus fruit'})
 896   126.000        frozenset({'root vegetables', 'shopping bags'})
 897   91.000        frozenset({'baking powder', 'whole milk'})
 898   51.000        frozenset({'hard cheese', 'sausage'})
 899   115.000        frozenset({'beef', 'yogurt'})
 900   204.000        frozenset({'yogurt', 'whipped/sour cream'})
 901   25.000        frozenset({'frankfurter', 'mustard'})
 902   47.000        frozenset({'specialty chocolate', 'shopping bags'})
 903   25.000        frozenset({'baking powder', 'pip fruit'})
 904   51.000        frozenset({'beverages', 'other vegetables'})
 905   32.000        frozenset({'semi-finished bread', 'shopping bags'})
 906   25.000        frozenset({'detergent', 'shopping bags'})
 907   26.000        frozenset({'ham', 'brown bread'})
 908   59.000        frozenset({'fruit/vegetable juice', 'salty snack'})
 909   93.000        frozenset({'frankfurter', 'tropical fruit'})
 910   69.000        frozenset({'whole milk', 'processed cheese'})
 911   61.000        frozenset({'margarine', 'fruit/vegetable juice'})
 912   133.000        frozenset({'bottled water', 'citrus fruit'})
 913   50.000        frozenset({'margarine', 'frozen vegetables'})
 914   213.000        frozenset({'yogurt', 'citrus fruit'})
 915   27.000        frozenset({'root vegetables', 'salt'})
 916   108.000        frozenset({'coffee', 'rolls/buns'})
 917   25.000        frozenset({'cream cheese', 'salty snack'})
 918   45.000        frozenset({'chocolate', 'whipped/sour cream'})
 919   25.000        frozenset({'misc. beverages', 'butter'})
 920   27.000        frozenset({'specialty chocolate', 'whipped/sour cream'})
 921   159.000        frozenset({'other vegetables', 'bottled beer'})
 922   133.000        frozenset({'tropical fruit', 'shopping bags'})
 923   85.000        frozenset({'hamburger meat', 'rolls/buns'})
 924   50.000        frozenset({'ham', 'white bread'})
 925   91.000        frozenset({'brown bread', 'shopping bags'})
 926   377.000        frozenset({'rolls/buns', 'soda'})
 927   25.000        frozenset({'detergent', 'pip fruit'})
 928   47.000        frozenset({'rolls/buns', 'grapes'})
 929   88.000        frozenset({'detergent', 'whole milk'})
 930   48.000        frozenset({'curd', 'fruit/vegetable juice'})
 931   25.000        frozenset({'packaged fruit/vegetables', 'yogurt'})
 932   46.000        frozenset({'frozen meals', 'shopping bags'})
 933   168.000        frozenset({'root vegetables', 'whipped/sour cream'})
 934   46.000        frozenset({'other vegetables', 'canned vegetables'})
 935   29.000        frozenset({'pastry', 'onions'})
 936   170.000        frozenset({'yogurt', 'curd'})
 937   25.000        frozenset({'sweet spreads', 'soda'})
 938   32.000        frozenset({'yogurt', 'frozen fish'})
 939   94.000        frozenset({'domestic eggs', 'sausage'})
 940   69.000        frozenset({'pastry', 'waffles'})
 941   49.000        frozenset({'newspapers', 'bottled beer'})
 942   58.000        frozenset({'hard cheese', 'rolls/buns'})
 943   42.000        frozenset({'misc. beverages', 'shopping bags'})
 944   51.000        frozenset({'shopping bags', 'hygiene articles'})
 945   58.000        frozenset({'bottled beer', 'pip fruit'})
 946   36.000        frozenset({'frozen meals', 'frozen vegetables'})
 947   201.000        frozenset({'bottled beer', 'whole milk'})
 948   36.000        frozenset({'soda', 'white wine'})
 949   123.000        frozenset({'pastry', 'sausage'})
 950   82.000        frozenset({'brown bread', 'fruit/vegetable juice'})
 951   32.000        frozenset({'beverages', 'pastry'})
 952   40.000        frozenset({'hamburger meat', 'domestic eggs'})
 953   26.000        frozenset({'beef', 'salty snack'})
 954   26.000        frozenset({'frozen vegetables', 'pickled vegetables'})
 955   38.000        frozenset({'chocolate', 'brown bread'})
 956   75.000        frozenset({'long life bakery product', 'soda'})
 957   81.000        frozenset({'pork', 'whipped/sour cream'})
 958   96.000        frozenset({'pastry', 'citrus fruit'})
 959   31.000        frozenset({'newspapers', 'onions'})
 960   27.000        frozenset({'newspapers', 'berries'})
 961   226.000        frozenset({'bottled water', 'yogurt'})
 962   154.000        frozenset({'shopping bags', 'sausage'})
 963   117.000        frozenset({'pork', 'soda'})
 964   53.000        frozenset({'shopping bags', 'long life bakery product'})
 965   317.000        frozenset({'whipped/sour cream', 'whole milk'})
 966   131.000        frozenset({'soda', 'pip fruit'})
 967   35.000        frozenset({'hamburger meat', 'fruit/vegetable juice'})
 968   91.000        frozenset({'whipped/sour cream', 'pip fruit'})
 969   36.000        frozenset({'other vegetables', 'salt'})
 970   37.000        frozenset({'pip fruit', 'berries'})
 971   27.000        frozenset({'pastry', 'frozen meals'})
 972   28.000        frozenset({'frozen meals', 'brown bread'})
 973   31.000        frozenset({'spread cheese', 'soda'})
 974   42.000        frozenset({'shopping bags', 'onions'})
 975   34.000        frozenset({'sausage', 'UHT-milk'})
 976   27.000        frozenset({'soda', 'soft cheese'})
 977   38.000        frozenset({'fruit/vegetable juice', 'hygiene articles'})
 978   79.000        frozenset({'specialty chocolate', 'whole milk'})
 979   52.000        frozenset({'sausage', 'meat'})
 980   77.000        frozenset({'frozen vegetables', 'fruit/vegetable juice'})
 981   95.000        frozenset({'pastry', 'brown bread'})
 982   51.000        frozenset({'brown bread', 'bottled beer'})
 983   40.000        frozenset({'root vegetables', 'pickled vegetables'})
 984   30.000        frozenset({'Instant food products', 'whole milk'})
 985   27.000        frozenset({'frozen meals', 'butter'})
 986   70.000        frozenset({'curd', 'citrus fruit'})
 987   736.000        frozenset({'other vegetables', 'whole milk'})
 988   90.000        frozenset({'other vegetables', 'ham'})
 989   49.000        frozenset({'other vegetables', 'red/blush wine'})
 990   50.000        frozenset({'beef', 'fruit/vegetable juice'})
 991   43.000        frozenset({'bottled water', 'grapes'})
 992   31.000        frozenset({'newspapers', 'sugar'})
 993   79.000        frozenset({'bottled water', 'canned beer'})
 994   30.000        frozenset({'hamburger meat', 'frozen vegetables'})
 995   27.000        frozenset({'frozen potato products', 'soda'})
 996   47.000        frozenset({'sugar', 'citrus fruit'})
 997   30.000        frozenset({'sliced cheese', 'napkins'})
 998   26.000        frozenset({'soft cheese', 'citrus fruit'})
 999   28.000        frozenset({'pastry', 'hard cheese'})
 1000  27.000        frozenset({'semi-finished bread', 'pip fruit'})
 1001  32.000        frozenset({'baking powder', 'sugar'})
 1002  26.000        frozenset({'tropical fruit', 'turkey'})
 1003  37.000        frozenset({'fruit/vegetable juice', 'onions'})
 1004  28.000        frozenset({'sliced cheese', 'pork'})
 1005  26.000        frozenset({'newspapers', 'semi-finished bread'})
 1006  49.000        frozenset({'ham', 'soda'})
 1007  90.000        frozenset({'butter', 'citrus fruit'})
 1008  72.000        frozenset({'root vegetables', 'coffee'})
 1009  39.000        frozenset({'curd', 'hygiene articles'})
 1010  182.000        frozenset({'bottled water', 'tropical fruit'})
 1011  38.000        frozenset({'domestic eggs', 'berries'})
 1012  80.000        frozenset({'beef', 'soda'})
 1013  242.000        frozenset({'rolls/buns', 'tropical fruit'})
 1014  41.000        frozenset({'long life bakery product', 'citrus fruit'})
 1015  38.000        frozenset({'domestic eggs', 'hard cheese'})
 1016  115.000        frozenset({'rolls/buns', 'napkins'})
 1017  47.000        frozenset({'beef', 'frankfurter'})
 1018  56.000        frozenset({'tropical fruit', 'onions'})
 1019  85.000        frozenset({'sausage', 'butter'})
 1020  29.000        frozenset({'bottled water', 'ham'})
 1021  61.000        frozenset({'hamburger meat', 'root vegetables'})
 1022  39.000        frozenset({'whole milk', 'UHT-milk'})
 1023  176.000        frozenset({'other vegetables', 'chicken'})
 1024  48.000        frozenset({'beef', 'shopping bags'})
 1025  44.000        frozenset({'root vegetables', 'grapes'})
 1026  25.000        frozenset({'hamburger meat', 'dessert'})
 1027  40.000        frozenset({'coffee', 'napkins'})
 1028  46.000        frozenset({'white bread', 'brown bread'})
 1029  30.000        frozenset({'tropical fruit', 'canned beer'})
 1030  48.000        frozenset({'frozen meals', 'rolls/buns'})
 1031  42.000        frozenset({'newspapers', 'UHT-milk'})
 1032  38.000        frozenset({'margarine', 'hygiene articles'})
 1033  67.000        frozenset({'margarine', 'whipped/sour cream'})
 1034  31.000        frozenset({'sliced cheese', 'newspapers'})
 1035  239.000        frozenset({'root vegetables', 'rolls/buns'})
 1036  43.000        frozenset({'bottled water', 'white bread'})
 1037  26.000        frozenset({'hamburger meat', 'napkins'})
 1038  56.000        frozenset({'cream cheese', 'fruit/vegetable juice'})
 1039  42.000        frozenset({'hamburger meat', 'tropical fruit'})
 1040  26.000        frozenset({'specialty chocolate', 'fruit/vegetable juice'})
 1041  32.000        frozenset({'hamburger meat', 'pork'})
 1042  296.000        frozenset({'whole milk', 'pip fruit'})
 1043  39.000        frozenset({'red/blush wine', 'whole milk'})
 1044  56.000        frozenset({'margarine', 'shopping bags'})
 1045  28.000        frozenset({'herbs', 'beef'})
 1046  47.000        frozenset({'coffee', 'butter'})
 1047  174.000        frozenset({'root vegetables', 'citrus fruit'})
 1048  144.000        frozenset({'rolls/buns', 'whipped/sour cream'})
 1049  53.000        frozenset({'frankfurter', 'bottled beer'})
 1050  58.000        frozenset({'bottled water', 'onions'})
 1051  45.000        frozenset({'hamburger meat', 'pastry'})
 1052  30.000        frozenset({'coffee', 'salty snack'})
 1053  61.000        frozenset({'frozen meals', 'yogurt'})
 1054  31.000        frozenset({'ice cream', 'shopping bags'})
 1055  135.000        frozenset({'tropical fruit', 'fruit/vegetable juice'})
 1056  39.000        frozenset({'bottled beer', 'whipped/sour cream'})
 1057  32.000        frozenset({'domestic eggs', 'flour'})
 1058  29.000        frozenset({'margarine', 'cat food'})
 1059  29.000        frozenset({'margarine', 'candy'})
 1060  35.000        frozenset({'yogurt', 'spread cheese'})
 1061  90.000        frozenset({'bottled water', 'domestic eggs'})
 1062  43.000        frozenset({'white bread', 'long life bakery product'})
 1063  44.000        frozenset({'margarine', 'napkins'})
 1064  75.000        frozenset({'citrus fruit', 'napkins'})
 1065  31.000        frozenset({'root vegetables', 'rice'})
 1066  34.000        frozenset({'root vegetables', 'packaged fruit/vegetables'})
 1067  26.000        frozenset({'ice cream', 'whipped/sour cream'})
 1068  30.000        frozenset({'beverages', 'shopping bags'})
 1069  40.000        frozenset({'hard cheese', 'soda'})
 1070  103.000        frozenset({'curd', 'whipped/sour cream'})
 1071  29.000        frozenset({'curd', 'berries'})
 1072  79.000        frozenset({'fruit/vegetable juice', 'butter'})
 1073  30.000        frozenset({'curd', 'salty snack'})
 1074  32.000        frozenset({'frankfurter', 'meat'})
 1075  62.000        frozenset({'margarine', 'curd'})
 1076  29.000        frozenset({'rolls/buns', 'frozen dessert'})
 1077  51.000        frozenset({'frankfurter', 'white bread'})
 1078  57.000        frozenset({'whipped/sour cream', 'long life bakery product'})
 1079  54.000        frozenset({'chocolate', 'newspapers'})
 1080  34.000        frozenset({'semi-finished bread', 'rolls/buns'})
 1081  31.000        frozenset({'brown bread', 'berries'})
 1082  74.000        frozenset({'pastry', 'curd'})
 1083  31.000        frozenset({'coffee', 'white bread'})
 1084  42.000        frozenset({'semi-finished bread', 'tropical fruit'})
 1085  33.000        frozenset({'shopping bags', 'white wine'})
 1086  100.000        frozenset({'whipped/sour cream', 'butter'})
 1087  76.000        frozenset({'other vegetables', 'herbs'})
 1088  164.000        frozenset({'chocolate', 'whole milk'})
 1089  136.000        frozenset({'pip fruit', 'citrus fruit'})
 1090  55.000        frozenset({'other vegetables', 'specialty bar'})
 1091  112.000        frozenset({'domestic eggs', 'tropical fruit'})
 1092  47.000        frozenset({'beverages', 'soda'})
 1093  98.000        frozenset({'other vegetables', 'meat'})
 1094  134.000        frozenset({'root vegetables', 'pork'})
 1095  28.000        frozenset({'bottled water', 'baking powder'})
 1096  26.000        frozenset({'frozen meals', 'long life bakery product'})
 1097  27.000        frozenset({'coffee', 'cat food'})
 1098  27.000        frozenset({'coffee', 'candy'})
 1099  32.000        frozenset({'beef', 'hygiene articles'})
 1100  71.000        frozenset({'chicken', 'whipped/sour cream'})
 1101  42.000        frozenset({'beverages', 'tropical fruit'})
 1102  238.000        frozenset({'bottled water', 'rolls/buns'})
 1103  38.000        frozenset({'root vegetables', 'pasta'})
 1104  71.000        frozenset({'specialty bar', 'soda'})
 1105  32.000        frozenset({'yogurt', 'canned fish'})
 1106  63.000        frozenset({'other vegetables', 'detergent'})
 1107  102.000        frozenset({'butter milk', 'other vegetables'})
 1108  35.000        frozenset({'domestic eggs', 'canned beer'})
 1109  79.000        frozenset({'domestic eggs', 'fruit/vegetable juice'})
 1110  30.000        frozenset({'newspapers', 'hygiene articles'})
 1111  32.000        frozenset({'hamburger meat', 'brown bread'})
 1112  29.000        frozenset({'hamburger meat', 'coffee'})
 1113  51.000        frozenset({'pastry', 'salty snack'})
 1114  30.000        frozenset({'fruit/vegetable juice', 'meat'})
 1115  30.000        frozenset({'canned vegetables', 'yogurt'})
 1116  41.000        frozenset({'sliced cheese', 'fruit/vegetable juice'})
 1117  66.000        frozenset({'margarine', 'butter'})
 1118  42.000        frozenset({'bottled water', 'waffles'})
 1119  47.000        frozenset({'pip fruit', 'hygiene articles'})
 1120  29.000        frozenset({'butter', 'salty snack'})
 1121  66.000        frozenset({'ham', 'yogurt'})
 1122  31.000        frozenset({'frankfurter', 'UHT-milk'})
 1123  36.000        frozenset({'sausage', 'onions'})
 1124  98.000        frozenset({'tropical fruit', 'butter'})
 1125  32.000        frozenset({'butter milk', 'curd'})
 1126  31.000        frozenset({'spread cheese', 'whole milk'})
 1127  130.000        frozenset({'pastry', 'tropical fruit'})
 1128  26.000        frozenset({'butter milk', 'coffee'})
 1129  25.000        frozenset({'frankfurter', 'oil'})
 1130  53.000        frozenset({'long life bakery product', 'sausage'})
 1131  87.000        frozenset({'whole milk', 'cat food'})
 1132  81.000        frozenset({'whole milk', 'candy'})
 1133  35.000        frozenset({'sausage', 'cat food'})
 1134  36.000        frozenset({'sausage', 'candy'})
 1135  46.000        frozenset({'shopping bags', 'UHT-milk'})
 1136  63.000        frozenset({'margarine', 'pork'})
 1137  31.000        frozenset({'pasta', 'yogurt'})
 1138  33.000        frozenset({'coffee', 'oil'})
 1139  26.000        frozenset({'root vegetables', 'canned fish'})
 1140  31.000        frozenset({'domestic eggs', 'baking powder'})
 1141  127.000        frozenset({'root vegetables', 'butter'})
 1142  63.000        frozenset({'coffee', 'citrus fruit'})
 1143  27.000        frozenset({'newspapers', 'cat food'})
 1144  30.000        frozenset({'bottled water', 'pickled vegetables'})
 1145  37.000        frozenset({'hamburger meat', 'beef'})
 1146  32.000        frozenset({'flour', 'tropical fruit'})
 1147  35.000        frozenset({'domestic eggs', 'salty snack'})
 1148  135.000        frozenset({'dessert', 'whole milk'})
 1149  59.000        frozenset({'coffee', 'fruit/vegetable juice'})
 1150  112.000        frozenset({'shopping bags', 'canned beer'})
 1151  40.000        frozenset({'chocolate', 'frankfurter'})
 1152  269.000        frozenset({'yogurt', 'soda'})
 1153  60.000        frozenset({'waffles', 'tropical fruit'})
 1154  39.000        frozenset({'hamburger meat', 'citrus fruit'})
 1155  31.000        frozenset({'frozen vegetables', 'sugar'})
 1156  30.000        frozenset({'brown bread', 'hygiene articles'})
 1157  44.000        frozenset({'beef', 'brown bread'})
 1158  88.000        frozenset({'bottled water', 'butter'})
 1159  26.000        frozenset({'popcorn', 'whole milk'})
 1160  25.000        frozenset({'waffles', 'canned beer'})
 1161  28.000        frozenset({'waffles', 'dessert'})
 1162  60.000        frozenset({'napkins', 'hygiene articles'})
 1163  53.000        frozenset({'chewing gum', 'soda'})
 1164  47.000        frozenset({'whole milk', 'canned fish'})
 1165  51.000        frozenset({'other vegetables', 'semi-finished bread'})
 1166  34.000        frozenset({'sliced cheese', 'citrus fruit'})
 1167  29.000        frozenset({'shopping bags', 'canned fish'})
 1168  46.000        frozenset({'margarine', 'coffee'})
 1169  39.000        frozenset({'whole milk', 'flower (seeds)'})
 1170  27.000        frozenset({'bottled water', 'flour'})
 1171  38.000        frozenset({'canned vegetables', 'whole milk'})
 1172  62.000        frozenset({'canned beer', 'sausage'})
 1173  31.000        frozenset({'sausage', 'grapes'})
 1174  39.000        frozenset({'ham', 'pip fruit'})
 1175  28.000        frozenset({'whipped/sour cream', 'cat food'})
 1176  35.000        frozenset({'whipped/sour cream', 'candy'})
 1177  25.000        frozenset({'root vegetables', 'mayonnaise'})
 1178  113.000        frozenset({'ham', 'whole milk'})
 1179  64.000        frozenset({'pork', 'citrus fruit'})
 1180  44.000        frozenset({'whipped/sour cream', 'oil'})
 1181  30.000        frozenset({'root vegetables', 'misc. beverages'})
 1182  64.000        frozenset({'specialty bar', 'whole milk'})
 1183  81.000        frozenset({'frankfurter', 'shopping bags'})
 1184  76.000        frozenset({'herbs', 'whole milk'})
 1185  125.000        frozenset({'chocolate', 'other vegetables'})
 1186  202.000        frozenset({'frankfurter', 'whole milk'})
 1187  61.000        frozenset({'frankfurter', 'whipped/sour cream'})
 1188  30.000        frozenset({'shopping bags', 'oil'})
 1189  40.000        frozenset({'butter', 'onions'})
 1190  137.000        frozenset({'tropical fruit', 'sausage'})
 1191  37.000        frozenset({'baking powder', 'tropical fruit'})
 1192  75.000        frozenset({'beef', 'pork'})
 1193  38.000        frozenset({'chicken', 'napkins'})
 1194  49.000        frozenset({'newspapers', 'frankfurter'})
 1195  47.000        frozenset({'bottled water', 'sugar'})
 1196  29.000        frozenset({'whole milk', 'jam'})
 1197  30.000        frozenset({'sliced cheese', 'margarine'})
 1198  144.000        frozenset({'newspapers', 'soda'})
 1199  61.000        frozenset({'beef', 'margarine'})
 1200  101.000        frozenset({'other vegetables', 'berries'})
 1201  54.000        frozenset({'other vegetables', 'processed cheese'})
 1202  71.000        frozenset({'newspapers', 'whipped/sour cream'})
 1203  284.000        frozenset({'other vegetables', 'whipped/sour cream'})
 1204  26.000        frozenset({'other vegetables', 'frozen potato products'})
 1205  46.000        frozenset({'misc. beverages', 'rolls/buns'})
 1206  72.000        frozenset({'whole milk', 'grapes'})
 1207  35.000        frozenset({'root vegetables', 'baking powder'})
 1208  394.000        frozenset({'whole milk', 'soda'})
 1209  25.000        frozenset({'canned beer', 'salty snack'})
 1210  41.000        frozenset({'pastry', 'ham'})
 1211  40.000        frozenset({'cream cheese', 'butter'})
 1212  32.000        frozenset({'flour', 'citrus fruit'})
 1213  88.000        frozenset({'pastry', 'bottled water'})
 1214  39.000        frozenset({'domestic eggs', 'dessert'})
 1215  38.000        frozenset({'ham', 'fruit/vegetable juice'})
 1216  35.000        frozenset({'pork', 'coffee'})
 1217  30.000        frozenset({'waffles', 'coffee'})
 1218  52.000        frozenset({'whole milk', 'dishes'})
 1219  55.000        frozenset({'sliced cheese', 'root vegetables'})
 1220  32.000        frozenset({'other vegetables', 'cling film/bags'})
 1221  25.000        frozenset({'root vegetables', 'red/blush wine'})
 1222  39.000        frozenset({'hamburger meat', 'shopping bags'})
 1223  43.000        frozenset({'bottled water', 'salty snack'})
 1224  53.000        frozenset({'rolls/buns', 'soft cheese'})
 1225  30.000        frozenset({'beef', 'white bread'})
 1226  54.000        frozenset({'white bread', 'whipped/sour cream'})
 1227  48.000        frozenset({'cream cheese', 'brown bread'})
 1228  44.000        frozenset({'pastry', 'cream cheese'})
 1229  47.000        frozenset({'tropical fruit', 'sugar'})
 1230  190.000        frozenset({'newspapers', 'other vegetables'})
 1231  47.000        frozenset({'sugar', 'pip fruit'})
 1232  50.000        frozenset({'butter milk', 'pip fruit'})
 1233  37.000        frozenset({'tropical fruit', 'pickled vegetables'})
 1234  32.000        frozenset({'butter milk', 'cream cheese'})
 1235  148.000        frozenset({'sugar', 'whole milk'})
 1236  114.000        frozenset({'butter milk', 'whole milk'})
 1237  27.000        frozenset({'other vegetables', 'house keeping products'})
 1238  285.000        frozenset({'bottled water', 'soda'})
 1239  53.000        frozenset({'ham', 'tropical fruit'})
 1240  70.000        frozenset({'frankfurter', 'brown bread'})
 1241  92.000        frozenset({'coffee', 'shopping bags'})
 1242  257.000        frozenset({'other vegetables', 'pip fruit'})
 1243  35.000        frozenset({'whipped/sour cream', 'meat'})
 1244  77.000        frozenset({'curd', 'pip fruit'})
 1245  34.000        frozenset({'beef', 'cat food'})
 1246  27.000        frozenset({'kitchen towels', 'whole milk'})
 1247  32.000        frozenset({'coffee', 'hygiene articles'})
 1248  121.000        frozenset({'yogurt', 'napkins'})
 1249  28.000        frozenset({'sliced cheese', 'curd'})
 1250  124.000        frozenset({'brown bread', 'soda'})
 1251  72.000        frozenset({'bottled water', 'frankfurter'})
 1252  56.000        frozenset({'newspapers', 'curd'})
 1253  133.000        frozenset({'chocolate', 'soda'})
 1254  110.000        frozenset({'yogurt', 'frankfurter'})
 1255  70.000        frozenset({'semi-finished bread', 'whole milk'})
 1256  50.000        frozenset({'other vegetables', 'canned fish'})
 1257  55.000        frozenset({'whole milk', 'cake bar'})
 1258  25.000        frozenset({'hamburger meat', 'hygiene articles'})
 1259  155.000        frozenset({'bottled water', 'bottled beer'})
 1260  26.000        frozenset({'root vegetables', 'canned vegetables'})
 1261  30.000        frozenset({'waffles', 'beef'})
 1262  38.000        frozenset({'root vegetables', 'frozen meals'})
 1263  78.000        frozenset({'shopping bags', 'whipped/sour cream'})
 1264  29.000        frozenset({'hamburger meat', 'bottled water'})
 1265  43.000        frozenset({'long life bakery product', 'butter'})
 1266  28.000        frozenset({'butter milk', 'dessert'})
 1267  31.000        frozenset({'herbs', 'whipped/sour cream'})
 1268  80.000        frozenset({'chocolate', 'tropical fruit'})
 1269  68.000        frozenset({'ham', 'rolls/buns'})
 1270  57.000        frozenset({'beef', 'butter'})
 1271  30.000        frozenset({'candles', 'whole milk'})
 1272  205.000        frozenset({'tropical fruit', 'soda'})
 1273  37.000        frozenset({'pip fruit', 'UHT-milk'})
 1274  35.000        frozenset({'dessert', 'napkins'})
 1275  31.000        frozenset({'pork', 'dessert'})
 1276  37.000        frozenset({'seasonal products', 'whole milk'})
 1277  105.000        frozenset({'shopping bags', 'fruit/vegetable juice'})
 1278  62.000        frozenset({'tropical fruit', 'dessert'})
 1279  63.000        frozenset({'cream cheese', 'whipped/sour cream'})
